"BRAND","BRANDENUM","CODEFIPE","FUEL","LANCE","MODEL","MODELYEAR","POSSIBLEMODELS","PRICE","TAXAADM"
"Fiat","","001545-8","Flex","","PULSE DRIVE 1.3 8V Flex Mec. ","2024","","R$ 89.026,00",""
